,Feature1,Feature2,Feature3,Feature4,Target
1404,0.00782,0.00214,0.667,0.998,0
1405,0.00799,0.00134,0.521,0.993,1
1406,0.00746,0.00269,0.764,0.998,0
1407,0.00685,0.00155,0.605,0.996,2
1408,0.00653,0.00167,0.644,0.996,2
1409,0.00797,0.00214,0.66,0.997,0
1410,0.00748,0.00198,0.655,0.997,0
1411,0.00727,0.00189,0.649,0.996,0
1412,0.00798,0.00223,0.673,0.991,0
1413,0.00874,0.00279,0.719,0.997,0
1414,0.00714,0.00262,0.772,0.997,0
1415,0.00712,0.00113,0.508,0.993,1
1416,0.00789,0.00241,0.703,0.997,0
1417,0.00833,0.00252,0.701,0.997,0
1418,0.00871,0.00236,0.663,0.996,0
1419,0.00659,0.00202,0.704,0.995,2
1420,0.00797,0.00169,0.587,0.996,0
1421,0.00784,0.00229,0.688,0.998,0
1422,0.00661,0.00141,0.589,0.995,2
1423,0.00881,0.0024,0.665,0.995,0
1424,0.00721,0.00109,0.494,0.994,1
1425,0.00647,0.0013,0.57,0.975,1
1426,0.00794,0.00178,0.602,0.996,0
1427,0.00618,0.00117,0.555,0.986,2
1428,0.00712,0.00108,0.495,0.995,1
1429,0.00713,0.00153,0.59,0.996,2
1430,0.00649,0.00153,0.618,0.995,2
1431,0.00679,0.00159,0.615,0.994,2
1432,0.00811,0.00195,0.624,0.997,0
1433,0.00756,0.00235,0.71,0.999,0
1434,0.00639,0.00174,0.665,0.995,2
1435,0.00782,0.0022,0.675,0.996,0
1436,0.00698,0.00213,0.704,0.998,0
1437,0.00696,0.0013,0.551,0.988,1
1438,0.00752,0.0021,0.674,0.998,0
1439,0.00646,0.00186,0.683,0.998,2
1440,0.0074,0.00191,0.647,0.997,0
1441,0.00707,0.00103,0.485,0.993,1
1442,0.00667,0.00104,0.503,0.995,1
1443,0.00638,0.00189,0.692,0.997,2
1444,0.00764,0.00203,0.657,0.997,0
1445,0.00648,0.00188,0.686,0.997,2
1446,0.00653,0.00101,0.502,0.994,1
1447,0.00774,0.00145,0.551,0.992,2
1448,0.00771,0.00207,0.659,0.996,0
1449,0.00747,0.00252,0.739,0.996,0
1450,0.00657,0.00113,0.527,0.985,1
1451,0.00754,0.00196,0.65,0.998,0
1452,0.00753,0.00205,0.665,0.998,0
1453,0.00744,0.00103,0.474,0.996,1
1454,0.00674,0.000986,0.487,0.99,1
1455,0.00843,0.0015,0.537,0.989,1
1456,0.00651,0.00181,0.671,0.997,2
1457,0.00678,0.00221,0.727,0.997,0
1458,0.00687,0.00146,0.586,0.991,2
1459,0.00664,0.0009,0.469,0.994,1
1460,0.00573,0.000983,0.527,0.996,1
1461,0.00763,0.000941,0.447,0.996,1
1462,0.00659,0.0017,0.646,0.997,2
1463,0.00643,0.000992,0.5,0.973,1
1464,0.00636,0.000936,0.488,0.995,1
1465,0.00654,0.00109,0.519,0.997,1
1466,0.00774,0.00242,0.712,0.999,0
1467,0.00635,0.000992,0.503,0.995,1
1468,0.00735,0.00181,0.631,0.997,0
1469,0.00644,0.00157,0.628,0.996,2
1470,0.00633,0.00134,0.587,0.996,2
1471,0.00748,0.00196,0.652,0.997,0
1472,0.00857,0.00221,0.646,0.998,0
1473,0.00763,0.00213,0.674,0.998,0
1474,0.00732,0.0016,0.595,0.993,2
1475,0.00841,0.00236,0.675,0.992,0
1476,0.00707,0.00192,0.663,0.997,0
1477,0.00692,0.00151,0.595,0.993,2
1478,0.00773,0.0019,0.631,0.998,0
1479,0.0068,0.00163,0.623,0.996,2
1480,0.00767,0.00217,0.677,0.998,0
1481,0.00658,0.00158,0.623,0.993,2
1482,0.00727,0.00237,0.727,0.995,0
1483,0.00668,0.00135,0.572,0.996,2
1484,0.00718,0.00211,0.691,0.998,0
1485,0.00737,0.00237,0.722,0.997,0
1486,0.00799,0.00221,0.67,0.998,0
1487,0.00724,0.00191,0.655,0.998,0
1488,0.00782,0.00239,0.704,0.997,0
1489,0.00727,0.00252,0.749,0.998,0
1490,0.00625,0.00104,0.519,0.995,1
1491,0.00674,0.000891,0.463,0.99,1
1492,0.00729,0.00159,0.595,0.999,2
1493,0.00658,0.00168,0.644,0.995,2
1494,0.00924,0.00232,0.639,0.998,0
1495,0.00664,0.000918,0.473,0.996,1
1496,0.00622,0.00161,0.647,0.995,2
1497,0.0076,0.00225,0.692,0.998,0
1498,0.00693,0.00173,0.637,0.994,2
1499,0.00685,0.00163,0.622,0.993,2
1500,0.00699,0.000796,0.43,0.994,1
1501,0.00676,0.00101,0.493,0.982,1
1502,0.0084,0.0021,0.637,0.997,0
1503,0.00629,0.00189,0.697,0.996,2
1504,0.00709,0.00173,0.63,0.997,2
1505,0.00628,0.00103,0.516,0.996,1
1506,0.00659,0.000928,0.478,0.99,1
1507,0.00603,0.0015,0.634,0.991,2
1508,0.00721,0.000898,0.45,0.992,1
1509,0.00665,0.0011,0.519,0.994,1
1510,0.00849,0.0023,0.662,0.996,0
1511,0.00706,0.00174,0.632,0.997,2
1512,0.00672,0.00187,0.672,0.995,2
1513,0.00736,0.00246,0.737,0.999,0
1514,0.00906,0.00257,0.679,0.995,0
1515,0.00704,0.00151,0.591,0.997,2
1516,0.00649,0.000942,0.485,0.995,1
1517,0.00747,0.00116,0.503,0.993,1
1518,0.00749,0.000964,0.457,0.993,1
1519,0.00664,0.00207,0.71,0.998,2
1520,0.00663,0.00149,0.604,0.995,2
1521,0.00664,0.00197,0.694,0.994,2
1522,0.007,0.00107,0.498,0.993,1
1523,0.0065,0.00106,0.514,0.993,1
1524,0.00621,0.00165,0.657,0.992,2
1525,0.00752,0.00154,0.577,0.996,2
1526,0.00765,0.00219,0.682,0.998,0
1527,0.00833,0.00227,0.665,0.997,0
1528,0.00733,0.000956,0.46,0.992,1
1529,0.00773,0.00113,0.486,0.994,1
1530,0.0068,0.00183,0.661,0.997,2
1531,0.00623,0.00152,0.63,0.997,2
1532,0.00687,0.000948,0.473,0.997,1
1533,0.00699,0.00155,0.599,0.993,2
1534,0.00771,0.00184,0.621,0.997,0
1535,0.00642,0.00102,0.509,0.997,1
1536,0.00677,0.00107,0.507,0.993,1
1537,0.00721,0.00111,0.5,0.996,1
1538,0.00812,0.00196,0.626,0.996,0
1539,0.00664,0.00138,0.581,0.975,2
1540,0.00797,0.00223,0.674,0.997,0
1541,0.00747,0.000988,0.463,0.996,1
1542,0.00787,0.00227,0.683,0.997,0
1543,0.00667,0.00216,0.724,0.999,0
1544,0.00856,0.0024,0.674,0.998,0
1545,0.00633,0.00149,0.618,0.996,2
1546,0.00898,0.00321,0.762,0.997,0
1547,0.0069,0.00176,0.643,0.996,2
1548,0.00772,0.00144,0.55,0.989,1
1549,0.00685,0.000911,0.464,0.996,1
1550,0.00735,0.00144,0.564,0.994,2
1551,0.00738,0.00234,0.716,0.995,0
1552,0.00736,0.00196,0.657,0.998,0
1553,0.00785,0.00104,0.463,0.996,1
1554,0.00707,0.00179,0.641,0.996,2
1555,0.00653,0.00102,0.504,0.974,1
1556,0.007,0.00164,0.616,0.998,2
1557,0.00765,0.00246,0.722,0.999,0
1558,0.00742,0.00161,0.593,0.998,2
1559,0.00807,0.00197,0.629,0.999,0
1560,0.00718,0.00243,0.74,0.997,0
1561,0.00654,0.00192,0.69,0.998,2
1562,0.00636,0.00158,0.635,0.997,2
1563,0.00824,0.00193,0.616,0.996,0
1564,0.00734,0.00108,0.488,0.998,1
1565,0.00667,0.00103,0.5,0.987,1
1566,0.00696,0.00202,0.685,0.997,0
1567,0.00707,0.00163,0.611,0.995,2
1568,0.00698,0.00184,0.653,0.998,2
1569,0.00722,0.000935,0.458,0.995,1
1570,0.00704,0.00222,0.715,0.998,0
1571,0.00787,0.00132,0.522,0.986,1
1572,0.00696,0.00171,0.631,0.996,2
1573,0.00724,0.00215,0.693,0.998,0
1574,0.00738,0.00113,0.497,0.995,1
1575,0.00678,0.00194,0.681,0.997,2
1576,0.00689,0.00103,0.493,0.964,1
1577,0.00695,0.00191,0.667,0.996,2
1578,0.00644,0.00141,0.597,0.998,2
1579,0.00827,0.00264,0.719,0.999,0
1580,0.00667,0.00183,0.668,0.998,2
1581,0.0067,0.000981,0.487,0.996,1
1582,0.0074,0.000993,0.466,0.996,1
1583,0.00795,0.00203,0.643,0.995,0
1584,0.00822,0.00204,0.634,0.997,0
1585,0.00842,0.00226,0.66,0.998,0
1586,0.00882,0.0021,0.622,0.997,0
1587,0.00653,0.00167,0.643,0.995,2
1588,0.00716,0.00114,0.508,0.996,1
1589,0.0083,0.00195,0.617,0.998,0
1590,0.00756,0.0019,0.638,0.998,0
1591,0.00643,0.000918,0.481,0.984,1
1592,0.00674,0.00099,0.488,0.996,1
1593,0.00816,0.00239,0.689,0.998,0
1594,0.00748,0.00209,0.673,0.998,0
1595,0.00841,0.00216,0.645,0.999,0
1596,0.00796,0.0023,0.684,0.993,0
1597,0.00721,0.00162,0.604,0.994,2
1598,0.00675,0.00182,0.661,0.995,2
1599,0.00764,0.0013,0.526,0.995,1
1600,0.00713,0.00118,0.518,0.998,1
1601,0.00761,0.00152,0.568,0.99,2
1602,0.00627,0.00104,0.519,0.997,1
1603,0.00689,0.00176,0.643,0.994,2
1604,0.00654,0.00189,0.685,0.997,2
1605,0.00742,0.00249,0.738,0.997,0
1606,0.00806,0.00194,0.624,0.999,0
1607,0.00645,0.00207,0.721,0.998,2
1608,0.00743,0.0022,0.692,0.996,0
1609,0.00663,0.000882,0.464,0.991,1
1610,0.00699,0.000943,0.468,0.996,1
1611,0.00825,0.00225,0.665,0.995,0
1612,0.00697,0.00123,0.535,0.968,1
1613,0.00634,0.00151,0.621,0.997,2
1614,0.00828,0.00157,0.554,0.996,0
1615,0.00667,0.00108,0.512,0.994,1
1616,0.00618,0.00161,0.65,0.998,2
1617,0.00713,0.00107,0.493,0.994,1
1618,0.0088,0.00223,0.641,0.998,0
1619,0.00656,0.0019,0.685,0.998,2
1620,0.00649,0.00143,0.599,0.996,2
1621,0.00626,0.00167,0.657,0.997,2
1622,0.00647,0.00171,0.654,0.991,2
1623,0.00809,0.0017,0.583,0.997,0
1624,0.00769,0.00323,0.824,0.999,0
1625,0.00787,0.00186,0.619,0.998,0
1626,0.00662,0.00104,0.504,0.994,1
1627,0.00768,0.00249,0.725,0.997,0
1628,0.00715,0.00101,0.479,0.981,1
1629,0.00722,0.00168,0.614,0.999,2
1630,0.00689,0.00143,0.579,0.993,2
1631,0.00688,0.00162,0.617,0.997,2
1632,0.00685,0.00174,0.641,0.993,2
1633,0.00691,0.00152,0.598,0.997,2
1634,0.00677,0.00101,0.491,0.993,1
1635,0.00718,0.00196,0.665,0.994,0
1636,0.00745,0.00176,0.619,0.997,0
1637,0.00751,0.00214,0.681,0.998,0
1638,0.00724,0.00181,0.637,0.996,2
1639,0.00748,0.00106,0.48,0.99,1
1640,0.0067,0.00104,0.502,0.986,1
1641,0.00632,0.00168,0.657,0.995,2
1642,0.00827,0.00237,0.681,0.999,0
1643,0.00846,0.00206,0.628,0.992,0
1644,0.00735,0.000892,0.443,0.994,1
1645,0.00704,0.00206,0.69,0.995,0
1646,0.00655,0.00111,0.525,0.988,1
1647,0.00628,0.0017,0.663,0.997,2
1648,0.00739,0.000962,0.46,0.998,1
1649,0.00825,0.00219,0.656,0.998,0
1650,0.00758,0.00198,0.651,0.996,0
1651,0.00744,0.000949,0.455,0.993,1
1652,0.00671,0.00163,0.628,0.995,2
1653,0.00945,0.00199,0.584,0.997,0
1654,0.00798,0.00289,0.767,0.999,0
1655,0.00795,0.00198,0.636,0.998,0
1656,0.00756,0.00206,0.665,0.992,0
1657,0.00705,0.00208,0.691,0.997,0
1658,0.00759,0.00201,0.656,0.998,0
1659,0.00765,0.0021,0.667,0.997,0
1660,0.00667,0.00113,0.524,0.998,1
1661,0.00815,0.00215,0.654,0.998,0
1662,0.00777,0.00227,0.688,0.999,0
1663,0.00687,0.00157,0.608,0.997,2
1664,0.0074,0.00108,0.485,0.995,1
1665,0.00706,0.00183,0.648,0.998,2
1666,0.00779,0.00234,0.697,0.998,0
1667,0.0078,0.00192,0.632,0.998,0
1668,0.00746,0.00191,0.644,0.997,0
1669,0.00686,0.00167,0.629,0.998,2
1670,0.00774,0.00203,0.652,0.998,0
1671,0.00594,0.00177,0.696,0.998,2
1672,0.00748,0.00211,0.676,0.996,0
1673,0.00682,0.00104,0.497,0.984,1
1674,0.00961,0.00188,0.564,0.999,0
1675,0.00675,0.00177,0.652,0.995,2
1676,0.00761,0.00117,0.499,0.995,1
1677,0.0065,0.00186,0.681,0.996,2
1678,0.00685,0.00196,0.682,0.997,2
1679,0.00756,0.00167,0.598,0.998,0
1680,0.0067,0.00151,0.604,0.999,2
1681,0.00684,0.00121,0.535,0.995,1
1682,0.00702,0.00123,0.532,0.994,1
1683,0.0069,0.00108,0.505,0.997,1
1684,0.00867,0.00189,0.595,0.997,0
1685,0.00627,0.00158,0.64,0.994,2
1686,0.00738,0.00197,0.658,0.996,0
1687,0.00755,0.00249,0.731,0.997,0
1688,0.00775,0.00185,0.622,0.998,0
1689,0.00761,0.00125,0.516,0.993,1
1690,0.00711,0.00166,0.615,0.998,2
1691,0.0069,0.00197,0.681,0.997,2
1692,0.00749,0.00205,0.667,0.998,0
1693,0.00792,0.00136,0.528,0.993,1
1694,0.00757,0.00106,0.477,0.996,1
1695,0.00822,0.00207,0.638,0.998,0
1696,0.0082,0.00236,0.683,0.998,0
1697,0.00832,0.00205,0.631,0.992,0
1698,0.00835,0.00242,0.686,0.996,0
1699,0.00692,0.0013,0.552,0.996,2
1700,0.00795,0.00112,0.478,0.995,1
1701,0.00674,0.00104,0.499,0.996,1
1702,0.00651,0.0018,0.67,0.998,2
1703,0.00671,0.00133,0.567,0.969,1
1704,0.00769,0.00232,0.7,0.998,0
1705,0.00699,0.00209,0.696,0.998,0
1706,0.00729,0.00231,0.717,0.997,0
1707,0.00711,0.00104,0.487,0.998,1
1708,0.00616,0.00158,0.646,0.983,2
1709,0.00867,0.00238,0.667,0.997,0
1710,0.00769,0.00222,0.684,0.997,0
1711,0.0068,0.00095,0.476,0.996,1
1712,0.00858,0.00216,0.639,0.997,0
1713,0.00695,0.00187,0.66,0.998,2
1714,0.00655,0.00187,0.68,0.984,2
1715,0.00831,0.00223,0.659,0.996,0
1716,0.0075,0.00227,0.7,0.999,0
1717,0.0084,0.00246,0.689,0.993,0
1718,0.00683,0.00186,0.664,0.996,2
1719,0.00676,0.00224,0.732,0.996,0
1720,0.00665,0.002,0.699,0.998,2
1721,0.00761,0.00242,0.718,0.995,0
1722,0.00656,0.00172,0.652,0.997,2
1723,0.00693,0.00147,0.587,0.998,2
1724,0.00699,0.00201,0.683,0.998,0
1725,0.00753,0.00182,0.627,0.995,0
1726,0.00682,0.00164,0.625,0.997,2
1727,0.00773,0.00191,0.633,0.995,0
1728,0.00758,0.00189,0.636,0.995,0
1729,0.008,0.00197,0.632,0.995,0
1730,0.00781,0.0018,0.612,0.993,0
1731,0.00692,0.00244,0.757,0.998,0
1732,0.00693,0.000911,0.462,0.993,1
1733,0.00617,0.000952,0.5,0.983,1
1734,0.00762,0.00193,0.64,0.999,0
1735,0.00731,0.00215,0.691,0.998,0
1736,0.00654,0.00207,0.717,0.996,2
1737,0.00779,0.00187,0.623,0.997,0
1738,0.00668,0.00176,0.653,0.998,2
1739,0.00794,0.00209,0.653,0.998,0
1740,0.00746,0.00252,0.74,0.998,0
1741,0.00739,0.00189,0.643,0.998,0
1742,0.00642,0.0016,0.635,0.992,2
1743,0.00827,0.00214,0.648,0.998,0
1744,0.00815,0.00109,0.464,0.993,1
1745,0.00785,0.000943,0.441,0.989,1
1746,0.00804,0.00204,0.641,0.994,0
1747,0.00636,0.000919,0.484,0.997,1
1748,0.00768,0.00122,0.507,0.994,1
1749,0.00692,0.00198,0.681,0.999,0
1750,0.00786,0.0019,0.625,0.997,0
1751,0.00673,0.00111,0.517,0.989,1
1752,0.00708,0.00139,0.564,0.996,2
1753,0.00687,0.00192,0.672,0.997,2
1754,0.00649,0.000983,0.495,0.976,1
1755,0.00837,0.00209,0.636,0.995,0
1756,0.0072,0.00189,0.652,0.998,0
1757,0.00751,0.00195,0.65,0.998,0
1758,0.00696,0.000957,0.472,0.996,1
1759,0.00885,0.00272,0.706,0.997,0
1760,0.00761,0.00227,0.695,0.998,0
1761,0.00786,0.00252,0.721,0.991,0
1762,0.00799,0.00237,0.693,0.998,0
1763,0.00687,0.00156,0.607,0.986,2
1764,0.00702,0.00207,0.691,0.997,0
1765,0.0068,0.000936,0.472,0.991,1
1766,0.00695,0.000975,0.477,0.994,1
1767,0.00671,0.00183,0.665,0.998,2
1768,0.00666,0.00182,0.665,0.997,2
1769,0.00665,0.00186,0.673,0.993,2
1770,0.00654,0.00253,0.791,0.996,0
1771,0.00807,0.00296,0.772,0.999,0
1772,0.0068,0.00109,0.51,0.979,1
1773,0.0073,0.00193,0.654,0.996,0
1774,0.00688,0.000997,0.485,0.997,1
1775,0.00678,0.000984,0.485,0.994,1
1776,0.00741,0.0021,0.679,0.999,0
1777,0.0073,0.00206,0.677,0.999,0
1778,0.00673,0.00129,0.558,0.985,2
1779,0.00776,0.00258,0.734,0.997,0
1780,0.00672,0.00156,0.614,0.995,2
1781,0.00863,0.0023,0.657,0.997,0
1782,0.00671,0.0016,0.621,0.995,2
1783,0.00672,0.000783,0.435,0.996,1
1784,0.00751,0.000977,0.459,0.992,1
1785,0.00673,0.00145,0.59,0.995,2
1786,0.00729,0.000985,0.468,0.996,1
1787,0.00809,0.00227,0.675,0.996,0
1788,0.00775,0.00255,0.73,0.99,0
1789,0.00641,0.00191,0.695,0.992,2
1790,0.00694,0.00107,0.5,0.99,1
1791,0.00659,0.00169,0.644,0.998,2
1792,0.00749,0.0026,0.75,0.997,0
1793,0.00654,0.00168,0.645,0.995,2
1794,0.00842,0.00202,0.624,0.998,0
1795,0.00668,0.00169,0.64,0.998,2
1796,0.00764,0.00223,0.687,0.995,0
1797,0.0076,0.00175,0.612,0.996,0
1798,0.00723,0.00095,0.462,0.997,1
1799,0.00746,0.00101,0.469,0.996,1
1800,0.00685,0.000921,0.467,0.995,1
1801,0.0071,0.00112,0.506,0.996,1
1802,0.00795,0.00236,0.693,0.997,0
1803,0.00717,0.00159,0.599,0.992,2
1804,0.00844,0.00241,0.68,0.997,0
1805,0.00748,0.0019,0.642,0.999,0
1806,0.00727,0.0015,0.579,0.998,2
1807,0.00617,0.00153,0.634,0.993,2
1808,0.00663,0.0015,0.606,0.989,2
1809,0.00673,0.00228,0.741,0.995,0
1810,0.00724,0.00211,0.687,0.997,0
1811,0.00673,0.000953,0.479,0.996,1
1812,0.00657,0.00182,0.67,0.987,2
1813,0.00681,0.00187,0.668,0.997,2
1814,0.00921,0.00202,0.597,0.997,0
1815,0.00702,0.00169,0.624,0.996,2
1816,0.00753,0.00212,0.676,0.997,0
1817,0.0088,0.00215,0.629,0.998,0
1818,0.00828,0.00197,0.621,0.993,0
1819,0.00691,0.00166,0.624,0.998,2
1820,0.00661,0.00161,0.629,0.991,2
1821,0.00801,0.00212,0.655,0.999,0
1822,0.0087,0.00254,0.688,0.997,0
1823,0.0064,0.0017,0.657,0.993,2
1824,0.00691,0.000898,0.459,0.993,1
1825,0.00798,0.00232,0.687,0.995,0
1826,0.00826,0.00138,0.521,0.995,1
1827,0.00804,0.00256,0.719,0.998,0
1828,0.00661,0.0021,0.718,0.998,2
1829,0.00651,0.000903,0.474,0.997,1
1830,0.00736,0.00087,0.438,0.993,1
1831,0.0065,0.00207,0.718,0.998,2
1832,0.0076,0.00108,0.48,0.997,1
1833,0.00722,0.0022,0.703,0.998,0
1834,0.00691,0.00233,0.739,0.994,0
1835,0.00753,0.00106,0.477,0.992,1
1836,0.00739,0.00176,0.622,0.996,0
1837,0.00631,0.00177,0.674,0.998,2
1838,0.00609,0.0017,0.672,0.997,2
1839,0.00764,0.00243,0.717,0.998,0
1840,0.00799,0.000957,0.441,0.996,1
1841,0.00729,0.00219,0.698,0.997,0
1842,0.00742,0.00206,0.671,0.997,0
1843,0.00715,0.00186,0.649,0.996,2
1844,0.00832,0.00254,0.704,0.999,0
1845,0.00865,0.00229,0.655,0.997,0
1846,0.00718,0.000939,0.46,0.997,1
1847,0.00688,0.00181,0.653,0.993,2
1848,0.00773,0.00193,0.636,0.997,0
1849,0.00701,0.000929,0.463,0.996,1
1850,0.00733,0.00166,0.606,0.998,2
1851,0.00862,0.00182,0.586,0.997,0
1852,0.00895,0.0033,0.773,0.997,0
1853,0.00857,0.002,0.615,0.998,0
1854,0.00692,0.002,0.685,0.999,0
1855,0.00622,0.000991,0.508,0.986,1
1856,0.00672,0.00155,0.611,0.994,2
1857,0.00688,0.00104,0.496,0.992,1
1858,0.00668,0.00164,0.631,0.993,2
1859,0.0076,0.00208,0.665,0.997,0
1860,0.00689,0.000877,0.454,0.981,1
1861,0.00759,0.00262,0.748,0.998,0
1862,0.00776,0.00187,0.626,0.998,0
1863,0.00622,0.002,0.722,0.998,2
1864,0.00688,0.00143,0.58,0.994,2
1865,0.00719,0.000926,0.457,0.996,1
1866,0.00679,0.000994,0.487,0.987,1
1867,0.00796,0.00117,0.487,0.997,1
1868,0.00651,0.000965,0.49,0.995,1
1869,0.00678,0.00112,0.517,0.992,1
1870,0.00812,0.00199,0.63,0.997,0
1871,0.00763,0.00167,0.595,0.994,2
1872,0.00668,0.00168,0.64,0.995,2
1873,0.00723,0.00171,0.619,0.994,2
1874,0.00766,0.00206,0.66,0.998,0
1875,0.00753,0.00188,0.636,0.997,0
1876,0.00695,0.00184,0.655,0.996,2
1877,0.00678,0.0014,0.579,0.997,2
1878,0.00893,0.00261,0.688,0.999,0
1879,0.00798,0.00133,0.521,0.994,1
1880,0.00723,0.00241,0.735,0.996,0
1881,0.00652,0.00104,0.508,0.997,1
1882,0.00688,0.00173,0.638,0.996,2
1883,0.00644,0.000918,0.481,0.995,1
1884,0.00826,0.00108,0.461,0.988,1
1885,0.00779,0.00149,0.556,0.992,2
1886,0.00697,0.0017,0.629,0.996,2
1887,0.00644,0.00168,0.65,0.997,2
1888,0.00718,0.00221,0.707,0.996,0
1889,0.00817,0.00177,0.592,0.996,0
1890,0.00681,0.00228,0.737,0.994,0
1891,0.00641,0.0019,0.694,0.991,2
1892,0.00758,0.0027,0.761,0.992,0
1893,0.00641,0.00161,0.638,0.998,2
1894,0.0079,0.00227,0.682,0.998,0
1895,0.00834,0.00244,0.689,0.997,0
1896,0.00765,0.00131,0.527,0.993,1
1897,0.00814,0.002,0.631,0.998,0
1898,0.00864,0.00235,0.664,0.995,0
1899,0.00624,0.000943,0.495,0.997,1
1900,0.00697,0.00186,0.657,0.994,2
1901,0.00726,0.00186,0.645,0.999,0
1902,0.00691,0.00147,0.587,0.996,2
1903,0.00631,0.00165,0.65,0.997,2
1904,0.00667,0.00175,0.652,0.994,2
1905,0.00837,0.00203,0.628,0.993,0
1906,0.00687,0.00128,0.549,0.997,2
1907,0.00652,0.00125,0.558,0.996,2
1908,0.00663,0.00173,0.651,0.997,2
1909,0.00748,0.00201,0.66,0.998,0
1910,0.00633,0.00131,0.579,0.982,2
1911,0.00703,0.00186,0.654,0.994,2
1912,0.00689,0.00168,0.629,0.996,2
1913,0.00738,0.00147,0.568,0.999,2
1914,0.00803,0.00266,0.732,0.997,0
1915,0.00775,0.00224,0.684,0.998,0
1916,0.00754,0.00272,0.765,0.998,0
1917,0.00747,0.00193,0.647,0.997,0
1918,0.00823,0.00236,0.682,0.996,0
1919,0.00663,0.00147,0.6,0.992,2
1920,0.00769,0.0011,0.481,0.997,1
1921,0.00715,0.0019,0.657,0.995,2
1922,0.00744,0.00197,0.655,0.989,0
1923,0.00716,0.0021,0.689,0.997,0
1924,0.00626,0.00148,0.62,0.993,2
1925,0.00695,0.00112,0.512,0.972,1
1926,0.00832,0.00292,0.754,0.996,0
1927,0.00857,0.0022,0.644,0.996,0
1928,0.00614,0.00161,0.652,0.994,2
1929,0.00875,0.00196,0.603,0.99,0
1930,0.00827,0.00237,0.682,0.998,0
1931,0.00723,0.0015,0.58,0.994,2
1932,0.00698,0.00199,0.679,0.999,0
1933,0.00745,0.00104,0.476,0.997,1
1934,0.00651,0.00152,0.615,0.997,2
1935,0.00644,0.000918,0.481,0.995,1
1936,0.00665,0.00141,0.586,0.997,2
1937,0.00688,0.00161,0.615,0.996,2
1938,0.00704,0.00193,0.667,0.997,0
1939,0.00707,0.00165,0.614,0.996,2
1940,0.00654,0.00144,0.597,0.994,2
1941,0.00714,0.0019,0.657,0.996,0
1942,0.00657,0.00172,0.651,0.998,2
1943,0.00675,0.00123,0.543,0.996,1
1944,0.00683,0.000952,0.475,0.995,1
1945,0.00659,0.00164,0.636,0.992,2
1946,0.00967,0.00191,0.566,0.995,0
1947,0.00829,0.00178,0.591,0.996,0
1948,0.00798,0.00206,0.647,0.996,0
1949,0.00811,0.00189,0.615,0.993,0
1950,0.00685,0.0011,0.511,0.996,1
1951,0.00821,0.00213,0.649,0.999,0
1952,0.00692,0.00183,0.655,0.996,2
1953,0.00839,0.00177,0.584,0.998,0
1954,0.00684,0.00206,0.698,0.996,2
1955,0.00694,0.0013,0.55,0.999,2
1956,0.00659,0.00171,0.648,0.995,2
1957,0.00676,0.00101,0.491,0.998,1
1958,0.00662,0.00175,0.655,0.996,2
1959,0.00712,0.00217,0.703,0.998,0
1960,0.00678,0.00183,0.661,0.997,2
1961,0.00715,0.00211,0.691,0.997,0
1962,0.00762,0.00235,0.708,0.997,0
1963,0.00795,0.00112,0.478,0.995,1
1964,0.00771,0.00212,0.667,0.997,0
1965,0.00676,0.00184,0.665,0.99,2
1966,0.00702,0.00088,0.451,0.996,1
1967,0.00809,0.00341,0.827,0.993,0
1968,0.00745,0.00212,0.679,0.998,0
1969,0.00816,0.00251,0.705,0.993,0
1970,0.00671,0.00152,0.606,0.996,2
1971,0.00632,0.00163,0.646,0.998,2
1972,0.00686,0.00175,0.643,0.998,2
1973,0.00729,0.00206,0.676,0.997,0
1974,0.00724,0.00101,0.476,0.994,1
1975,0.00707,0.00247,0.753,0.999,0
1976,0.00704,0.000994,0.478,0.998,1
1977,0.00808,0.00193,0.622,0.997,0
1978,0.00639,0.00169,0.655,0.997,2
1979,0.00647,0.00165,0.643,0.998,2
1980,0.00687,0.00156,0.606,0.99,2
1981,0.00663,0.00156,0.618,0.995,2
1982,0.00685,0.00189,0.67,0.996,2
1983,0.00832,0.00206,0.634,0.999,0
1984,0.0085,0.00237,0.672,0.997,0
1985,0.00829,0.00253,0.704,0.999,0
1986,0.00693,0.00169,0.628,0.997,2
1987,0.00778,0.000808,0.41,0.997,1
1988,0.00868,0.00323,0.776,0.998,0
1989,0.00646,0.00169,0.651,0.997,2
1990,0.00659,0.000936,0.48,0.997,1
1991,0.00748,0.00225,0.699,0.994,0
1992,0.00722,0.00157,0.594,0.996,2
1993,0.00699,0.00181,0.648,0.996,2
1994,0.00806,0.00211,0.651,0.997,0
1995,0.0073,0.00227,0.709,0.995,0
1996,0.00711,0.00241,0.741,0.998,0
1997,0.00708,0.00211,0.696,0.998,0
1998,0.00706,0.00181,0.645,0.995,2
1999,0.00685,0.00107,0.504,0.996,1
2000,0.00705,0.00094,0.465,0.997,1
2001,0.00582,0.00101,0.53,0.995,1
2002,0.00704,0.0014,0.568,0.996,2
2003,0.00744,0.00252,0.741,0.999,0
2004,0.00703,0.00175,0.635,0.998,2
2005,0.00753,0.00196,0.649,0.998,0
2006,0.00697,0.00155,0.601,0.995,2
2007,0.00638,0.00138,0.591,0.993,2
2008,0.00668,0.00174,0.651,0.997,2
2009,0.00757,0.00235,0.71,0.997,0
2010,0.00662,0.00154,0.614,0.998,2
2011,0.00631,0.00177,0.675,0.997,2
